crop_type,soil_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,NDVI_index,region,recommended_irrigation_mm
Pumpkin,Red and Yellow soil,52.21,5.78,25.82,102.03,76.58,0.655,Tamil Nadu,120.58
Pumpkin,Red and Yellow soil,54.31,5.81,26.43,76.4,72.3,0.867,Gujarat,126.03
Chilli,Black soil,54.86,7.57,27.27,127.27,70.95,0.651,Gujarat,90.4
Onion,Alluvial soil,50.47,5.97,22.05,43.37,60.77,0.633,Maharashtra,101.6
Onion,Forest and Mountain soil,56.35,6.99,23.73,154.38,81.21,0.686,Tamil Nadu,0
Wheat,Alluvial soil,84.6,6.28,28.01,372.17,76.46,0.818,Gujarat,0
Chickpea,Red and Yellow soil,37.32,6.2,24.11,66.66,43.2,0.658,Uttar Pradesh,82.24
Cucumber,Red and Yellow soil,45.21,6.56,24.02,159.96,82.29,0.685,Uttar Pradesh,111.39
Sugarcane,Black soil,77.03,6.2,28.64,335.67,76.58,0.948,Bihar,0
Soybean,Black soil,45.6,7.05,23.56,77.8,67.2,0.626,Maharashtra,91.52
Sugarcane,Red and Yellow soil,59.17,6.73,29.81,150.53,72.46,0.791,Telangana,242.77
Cabbage,Black soil,89.22,7.01,22.95,206.99,84.68,0.869,Bihar,0
Cauliflower,Alluvial soil,65.7,6.27,18.3,63.23,90,0.807,Madhya Pradesh,129.89
Lentil,Alluvial soil,45.66,7.07,22.06,90.59,46.11,0.593,Rajasthan,53.77
Cotton,Alluvial soil,73.22,7.48,20.06,320.66,89.94,0.733,Uttar Pradesh,0
Pumpkin,Red and Yellow soil,46.39,6.14,25.57,89.57,64.49,0.67,Telangana,127.06
Chilli,Alluvial soil,51.75,6.93,29.52,111.08,74.49,0.627,Tamil Nadu,102.44
Cotton,Black soil,48.28,7.3,32.49,114.73,66.89,0.638,Maharashtra,80.15
Groundnut,Red and Yellow soil,42.65,6,27.31,107.49,46.8,0.672,Maharashtra,98.56
Pumpkin,Alluvial soil,57.55,6.44,28.89,104.02,76.66,0.773,West Bengal,108.41
Chickpea,Black soil,43.06,7.09,19.9,24.51,50.39,0.531,Telangana,71.54
Chickpea,Alluvial soil,46.28,7.28,18.78,77.15,56.02,0.64,Bihar,64.07
Lentil,Forest and Mountain soil,53.12,6.34,21.7,179.41,67.31,0.746,Bihar,0
Maize,Forest and Mountain soil,92.91,6.97,18.59,335.82,93.99,0.856,Karnataka,0
Chilli,Alluvial soil,62.14,6.63,18.14,196.13,73.39,0.717,Punjab,0
Mustard,Alluvial soil,23.05,7.13,19.69,38.89,36.3,0.359,Bihar,69.26
Cucumber,Red and Yellow soil,52.9,5.96,24.74,56.17,69.37,0.678,Telangana,133.09
Tomato,Black soil,54.2,6.51,22.94,74.62,69.05,0.626,Bihar,97.3
Wheat,Alluvial soil,45.02,7.76,26.05,151.03,74.6,0.84,Maharashtra,0
Potato,Black soil,92.22,6.73,25.49,392.38,88.82,0.743,Uttar Pradesh,0
Wheat,Alluvial soil,47.71,6.77,11.26,73.94,66.1,0.632,Maharashtra,104.52
Cucumber,Alluvial soil,59.95,6.47,23.23,99.65,66.95,0.803,West Bengal,0
Maize,Forest and Mountain soil,50.65,6.89,33.11,142,78.22,0.69,Punjab,105.6
Cotton,Forest and Mountain soil,54.93,6.94,19.87,117.19,72.1,0.708,Maharashtra,0
Wheat,Forest and Mountain soil,58.1,7.04,28.21,118.62,67.29,0.826,Gujarat,0
Rice,Red and Yellow soil,81.98,7.18,21.74,284.59,89.89,0.708,Karnataka,0
Maize,Forest and Mountain soil,56.48,6.78,23.54,188.36,66.22,0.681,Madhya Pradesh,85.14
Groundnut,Red and Yellow soil,53.54,6.57,26.09,155.74,56.26,0.861,Haryana,0
Tomato,Alluvial soil,51.3,7.04,28.36,123.16,61.27,0.764,Uttar Pradesh,94.61
Maize,Forest and Mountain soil,76.19,7.51,18.92,283.46,82.58,0.907,Gujarat,0
Potato,Red and Yellow soil,62.17,6.77,20.35,72.88,58.98,0.656,Gujarat,109.92
Brinjal,Black soil,55.47,6.96,23.72,135.83,81.09,0.682,Gujarat,0
Mustard,Forest and Mountain soil,83.34,6.38,20.21,250,83.97,0.921,Karnataka,0
Cabbage,Black soil,71.48,6.85,27.9,92.33,84.52,0.678,Tamil Nadu,109.69
Lentil,Forest and Mountain soil,84.53,6.81,29.97,389.67,75.1,0.744,Tamil Nadu,0
Sugarcane,Black soil,85.09,7.68,26.27,232.29,80.91,0.744,Telangana,175.01
Pumpkin,Alluvial soil,54.34,6.72,33.72,116.65,80.36,0.795,Rajasthan,109.59
Tomato,Alluvial soil,61.84,6.25,20.13,207.57,74.17,0.655,Karnataka,0
Potato,Black soil,62.66,7.01,31.46,87.54,60.33,0.682,Uttar Pradesh,0
Pumpkin,Black soil,62.52,7.04,26.75,99.43,84.84,0.674,Andhra Pradesh,100.51
Rice,Red and Yellow soil,63.57,6.25,27.95,194.75,80.87,0.772,Bihar,188.09
Sugarcane,Alluvial soil,62.45,7.17,28.01,116.81,55.55,0.845,Punjab,0
Cucumber,Black soil,66.11,7.37,30.26,59.7,80.98,0.552,Tamil Nadu,112.04
Potato,Alluvial soil,54.38,6.51,19.34,63.29,45.37,0.824,Uttar Pradesh,106.58
Tomato,Alluvial soil,50.81,6.69,25.24,64.49,67.29,0.713,Tamil Nadu,108.01
Soybean,Black soil,38.22,7.03,23.65,84.68,67.82,0.627,Uttar Pradesh,94.26
Wheat,Forest and Mountain soil,44.17,6.16,23.07,117.41,56.19,0.699,Karnataka,93.41
Wheat,Black soil,44.61,7.45,17.28,103.73,68.23,0.588,Uttar Pradesh,105.05
Groundnut,Alluvial soil,43.87,6.99,33.96,76.62,49.23,0.625,Andhra Pradesh,98.21
Wheat,Black soil,51.01,7.35,16.69,96.82,46.68,0.673,Maharashtra,102.3
Lentil,Forest and Mountain soil,70.94,7.32,27.64,215.61,80.04,0.928,Madhya Pradesh,0
Tomato,Forest and Mountain soil,84.27,7.51,23.45,342.17,85.58,0.882,West Bengal,0
Rice,Alluvial soil,76.07,6.5,32.01,211.03,70.8,0.641,Uttar Pradesh,137.7
Chilli,Alluvial soil,60.1,6.64,24.65,183.55,82.54,0.734,Uttar Pradesh,0
Cauliflower,Alluvial soil,80.24,6.47,18.26,253.63,77.97,0.742,Bihar,0
Onion,Forest and Mountain soil,53.34,7.24,24.18,116.78,71.64,0.664,Punjab,20.03
Lentil,Alluvial soil,59.82,7.45,22.36,149.56,57.86,0.793,Maharashtra,0
Soybean,Black soil,46.43,7.04,24.71,125.83,66.11,0.749,West Bengal,0
Chilli,Alluvial soil,48.76,7.76,28.2,82.25,68.36,0.794,Tamil Nadu,30.43
Cotton,Black soil,65,6.79,28.22,143.43,49.78,0.833,Madhya Pradesh,61.23
Cucumber,Alluvial soil,51.36,7.02,22.24,145.06,58.24,0.803,Maharashtra,0
Soybean,Red and Yellow soil,57.74,7.65,29.94,82.45,59.51,0.884,Maharashtra,0
Pumpkin,Forest and Mountain soil,75.28,6.09,26.51,318.41,80.16,0.745,Punjab,0
Rice,Alluvial soil,79.64,6.22,31.35,142.27,78.35,0.658,Tamil Nadu,152
Onion,Alluvial soil,60.42,6.51,18,108.19,61.67,0.692,Maharashtra,77.8
Cucumber,Alluvial soil,74.44,6.12,29.32,54.03,63.57,0.626,Rajasthan,112.98
Groundnut,Alluvial soil,51.22,7.13,19.71,142.86,70.33,0.7,Maharashtra,0
Groundnut,Alluvial soil,76.11,6.48,25.44,272.78,84.44,0.727,Uttar Pradesh,0
Cotton,Forest and Mountain soil,59.56,6.77,24.14,155.27,72.94,0.854,Haryana,0
Chickpea,Red and Yellow soil,86.19,7.24,22.34,264.92,92.01,0.921,Maharashtra,0
Garlic,Red and Yellow soil,52.39,6.03,25.01,20,54.51,0.597,Punjab,115.77
Soybean,Black soil,81.94,6.13,21.43,330.72,83.82,0.783,West Bengal,0
Onion,Alluvial soil,65.4,7.4,28.88,207.11,80.96,0.876,Haryana,0
Maize,Forest and Mountain soil,56.41,7.19,22.57,144.34,61.52,0.757,Karnataka,0
Groundnut,Black soil,48.58,7.36,21.1,128.25,72.17,0.862,Haryana,0
Chickpea,Black soil,46.13,6.49,22.54,178.8,60.73,0.863,Tamil Nadu,0
Cotton,Red and Yellow soil,51.35,6.86,31.72,113.54,64.82,0.497,Andhra Pradesh,108.29
Cotton,Black soil,47.09,7.75,32.4,30,65.23,0.557,Karnataka,102
Tomato,Forest and Mountain soil,69.02,7.16,27.37,233.4,66.51,0.703,Gujarat,0
Cabbage,Forest and Mountain soil,77.82,6.08,19.1,367.74,88.92,0.688,Haryana,0
Chilli,Black soil,67.15,7.02,25.08,188.12,69.37,0.769,Uttar Pradesh,0
Chilli,Alluvial soil,48.52,6.32,25.91,162.59,80.73,0.5,Karnataka,89.7
Cotton,Alluvial soil,55.36,7.74,28.26,87.97,56.62,0.705,West Bengal,0
Chilli,Alluvial soil,62.19,6.64,28.29,153.9,70.02,0.593,Uttar Pradesh,84.86
Chilli,Black soil,41.65,6.91,29.91,165.72,60.94,0.667,Odisha,90.04
Cabbage,Red and Yellow soil,62.55,6.05,26.59,34.16,64.49,0.679,Bihar,149.06
Soybean,Black soil,46.57,7.28,26.92,123.05,78.14,0.55,Gujarat,80.96
Rice,Peaty and Marshy soil,79.24,5.58,31.49,76.27,60,0.576,Tamil Nadu,138.86
Chilli,Black soil,82.52,6.98,18.77,301.09,86.35,0.738,Bihar,0
Chickpea,Black soil,47.5,6.4,26.31,46.88,54.39,0.84,West Bengal,42.56
Soybean,Black soil,46.44,7.23,24.53,116.27,69.79,0.681,Maharashtra,81.78
Rice,Red and Yellow soil,52.22,6.32,28.16,183.94,85.98,0.824,Karnataka,198.86
Rice,Red and Yellow soil,85.83,6.65,21.63,298.77,92.82,0.741,Maharashtra,0
Cabbage,Black soil,85.31,6.94,24.77,303.44,75.34,0.756,Madhya Pradesh,0
Cotton,Black soil,45.02,7.06,19.86,112.05,69.51,0.828,West Bengal,0
Potato,Forest and Mountain soil,53.97,5.8,19.41,48.79,45,0.648,West Bengal,115.49
Sugarcane,Red and Yellow soil,60.7,6.21,33.32,249.67,70.49,0.699,Punjab,218.82
Lentil,Forest and Mountain soil,83.42,6.98,21.29,318.56,90.3,0.835,Punjab,0
Wheat,Black soil,89.33,6.59,24.67,278.09,92.1,0.818,Gujarat,0
Sugarcane,Alluvial soil,79.28,6.62,28.98,129.24,69.11,0.602,Punjab,215.61
Soybean,Red and Yellow soil,49.33,6,27.58,100.99,76.31,0.641,Karnataka,110.08
Cabbage,Alluvial soil,72.9,6.75,24.07,299.03,92.77,0.722,Maharashtra,0
Garlic,Forest and Mountain soil,60.45,6.35,18.74,123.78,79.25,0.876,Gujarat,0
Wheat,Black soil,72.23,6.38,22.33,303.47,81.87,0.768,Tamil Nadu,0
Brinjal,Alluvial soil,91.55,7.17,29.76,320.84,91.51,0.753,Karnataka,0
Maize,Black soil,55.69,7.29,31.38,116.59,64.73,0.71,West Bengal,97.56
Sugarcane,Alluvial soil,77.79,6.53,25.86,188.22,77.54,0.739,Uttar Pradesh,200.2
Cotton,Black soil,52.25,7.51,26.83,59.01,64.89,0.67,Punjab,89.43
Sugarcane,Black soil,75.54,6.41,27.97,386.89,80.89,0.711,Uttar Pradesh,0
Onion,Red and Yellow soil,46.68,5.5,21.6,95.34,65.68,0.726,Tamil Nadu,100.69
Cauliflower,Alluvial soil,70.64,6.11,20.47,86.27,80.17,0.715,Odisha,122.04
Potato,Forest and Mountain soil,60.74,6.61,18.06,63.93,66.25,0.642,Jharkhand,107.1
Pumpkin,Forest and Mountain soil,57.73,7.69,22.1,198.87,66.46,0.723,Punjab,0
Wheat,Alluvial soil,55.69,6.1,29.43,141.14,63.66,0.861,Punjab,0
Wheat,Black soil,58.58,7.5,16.46,64.35,64.91,0.564,Punjab,106.1
Potato,Forest and Mountain soil,63.86,6.52,21.46,78.91,60.04,0.676,Gujarat,102.84
Potato,Red and Yellow soil,68.84,7.61,20.76,190.39,72.02,0.764,Karnataka,0
Cucumber,Alluvial soil,69.84,6.33,24.83,216.52,69.01,0.878,Madhya Pradesh,0
Groundnut,Red and Yellow soil,45.68,6.12,24.23,100.79,67.97,0.69,Maharashtra,97.19
Cauliflower,Alluvial soil,65.83,6.47,18.21,124.05,68.85,0.651,West Bengal,114.57
Chilli,Forest and Mountain soil,58.85,6.86,27.77,173.1,77.27,0.828,West Bengal,0
Wheat,Black soil,53.35,7.52,24.65,81.35,56.48,0.58,Uttar Pradesh,101.09
Cauliflower,Alluvial soil,73.98,6.63,18.33,91.28,69.19,0.721,Bihar,117.93
Garlic,Red and Yellow soil,36.55,6.68,20.38,67.05,42.29,0.628,Madhya Pradesh,111.66
Wheat,Black soil,42.15,7.37,17.38,121.4,59.77,0.506,Tamil Nadu,101.67
Tomato,Red and Yellow soil,62.62,6.67,26.36,222.5,75.36,0.769,Karnataka,0
Cucumber,Black soil,52.98,7.64,31.92,98,55.11,0.7,Punjab,0
Sugarcane,Alluvial soil,78.52,7.4,30.53,287.75,72.98,0.654,Karnataka,177.21
Rice,Alluvial soil,80.36,6.01,27.05,334.96,86.76,0.72,Maharashtra,0
Maize,Forest and Mountain soil,52.55,6.36,24.62,167.36,65.58,0.677,Gujarat,0
Onion,Alluvial soil,51.03,6.63,20.65,79.08,61.17,0.633,Karnataka,91.77
Wheat,Alluvial soil,49.27,7.33,18.44,119.93,59.28,0.715,Karnataka,85.89
Cabbage,Alluvial soil,81.62,7.62,19.46,370.79,94.14,0.834,Madhya Pradesh,0
Cauliflower,Alluvial soil,63.27,6.57,17.15,63.96,72.26,0.736,West Bengal,130.71
Groundnut,Red and Yellow soil,47.24,6.36,20.36,169.68,56.96,0.849,Gujarat,0
Lentil,Red and Yellow soil,39.38,6.22,18.41,82.44,40.93,0.47,Madhya Pradesh,67.44
Wheat,Alluvial soil,73.99,7.38,29.74,336.43,91.64,0.765,Punjab,0
Wheat,Black soil,57.92,6.29,27.71,120.08,64.43,0.611,West Bengal,0
Potato,Red and Yellow soil,58.5,6.4,19.06,33.55,56.82,0.645,Bihar,121.44
Potato,Forest and Mountain soil,81.73,7.2,26.19,327.84,77.42,0.889,West Bengal,0
Chickpea,Black soil,46.74,6.96,22.42,44.59,65.17,0.61,Telangana,66.44
Rice,Alluvial soil,83.17,7.59,22.76,280.14,80.08,0.838,Haryana,0
Mustard,Alluvial soil,61.46,6.64,20.69,94.58,62.77,0.674,Haryana,0
Chilli,Black soil,55.78,6.85,24.97,115,66.8,0.545,Uttar Pradesh,91.77
Wheat,Black soil,40.86,7.36,18.27,45.15,44.98,0.675,Rajasthan,125.13
Garlic,Red and Yellow soil,56.32,6.5,29.03,83.94,66.15,0.69,Karnataka,26.56
Garlic,Forest and Mountain soil,63.79,6.09,27.58,147.89,74.28,0.702,Tamil Nadu,0
Cucumber,Forest and Mountain soil,55.06,7.26,25.25,208.51,84.31,0.732,West Bengal,0
Cucumber,Forest and Mountain soil,68.3,7.37,18.7,140.95,67.12,0.819,Bihar,0
Lentil,Alluvial soil,37.48,7.32,21.02,45.83,65.02,0.48,Jharkhand,66.5
Potato,Alluvial soil,52.64,6.46,21.15,28.88,66.88,0.561,Uttar Pradesh,116.96
Groundnut,Red and Yellow soil,37.71,6.24,27.93,124.42,49.78,0.68,Rajasthan,97.54
Maize,Forest and Mountain soil,60.2,6.59,20.24,104.16,69.39,0.718,Rajasthan,101.94
Cucumber,Red and Yellow soil,49.71,6.2,24.76,74.82,59.45,0.673,Maharashtra,130.35
Soybean,Black soil,56.84,7.42,28.67,170.54,60.22,0.64,Karnataka,63.63
Cabbage,Alluvial soil,76.41,7.36,29.49,382.24,75.12,0.68,Madhya Pradesh,0
Cabbage,Alluvial soil,70.92,6.38,21.07,115.89,68.02,0.675,West Bengal,111.4
Cotton,Forest and Mountain soil,59.13,7.53,29.04,101.68,66.81,0.837,Punjab,0
Chilli,Black soil,55.52,7.41,27.57,168.39,66.31,0.677,Gujarat,0
Tomato,Alluvial soil,58.02,6.6,25.71,64.17,69.27,0.725,Gujarat,104
Maize,Alluvial soil,67.1,7.11,29.46,83.69,68.82,0.601,Rajasthan,101.83
Onion,Red and Yellow soil,39.02,6,30.84,62.21,50.98,0.692,Gujarat,117.27
Sugarcane,Black soil,81.32,7.57,21.34,251.49,77.92,0.858,Karnataka,0
Maize,Red and Yellow soil,59.77,6.57,18.8,140.94,58.97,0.714,Uttar Pradesh,0
Groundnut,Red and Yellow soil,44.38,7.19,28.2,88.17,59.07,0.737,Karnataka,36.44
Garlic,Black soil,52.88,7.8,20.51,51.04,62.73,0.652,Gujarat,90.91
Tomato,Red and Yellow soil,52.16,6.09,25.39,103.16,71.86,0.559,Uttar Pradesh,107.61
Potato,Black soil,62.98,6.87,22.49,186.39,74.14,0.687,Gujarat,0
Garlic,Alluvial soil,51.74,6.67,21.54,71.21,59.82,0.603,Uttar Pradesh,91.97
Tomato,Red and Yellow soil,82.44,6.34,29.75,337.95,78.08,0.741,West Bengal,0
Brinjal,Forest and Mountain soil,71.58,7.69,26.17,389.88,90.38,0.752,Madhya Pradesh,0
Soybean,Red and Yellow soil,45.43,6,24.83,95.91,65.34,0.566,Madhya Pradesh,112.6
Onion,Black soil,74.27,6.14,20.57,304.26,84.98,0.777,Karnataka,0
Groundnut,Black soil,83.65,6.6,25.57,316.56,93.03,0.914,Karnataka,0
Cucumber,Alluvial soil,59.68,6.72,26.23,178.33,73.96,0.744,Haryana,0
Onion,Black soil,49.87,7.56,27.86,58.15,70.21,0.661,Bihar,95.58
Mustard,Red and Yellow soil,24.69,6.62,21.49,12.04,33.84,0.485,Rajasthan,85.69
Onion,Alluvial soil,82.55,7.15,26.19,387.56,76.98,0.759,Bihar,0
Tomato,Alluvial soil,56.42,7.06,29.53,152.24,84.28,0.799,Karnataka,0
Cabbage,Red and Yellow soil,86.2,6.06,23.57,380.19,84.11,0.858,Gujarat,0
Cauliflower,Alluvial soil,75.73,7.28,22.23,295.33,85.77,0.687,Karnataka,0
Cucumber,Red and Yellow soil,54.13,6.14,20.31,112.76,78.39,0.806,Telangana,115.99
Cucumber,Black soil,67.16,7.8,33.69,73.36,57.03,0.777,Gujarat,109.71
Cucumber,Black soil,53.88,7.09,31.21,83.98,81.86,0.737,Maharashtra,113.78
Chilli,Alluvial soil,58.94,6.36,25.81,30.13,81.99,0.731,Odisha,116.51
Cucumber,Forest and Mountain soil,66.09,6.82,27.25,240.36,68.22,0.797,Punjab,0
Lentil,Black soil,37.23,7.72,23.51,61.2,48.33,0.516,Madhya Pradesh,59.3
Wheat,Alluvial soil,41.97,6.95,19.25,100.67,53.33,0.679,Maharashtra,97.1
Onion,Alluvial soil,53.66,6.35,27.02,62.1,52.09,0.63,Bihar,96.99
Soybean,Red and Yellow soil,41.29,6.47,23.71,157.68,64.16,0.616,Andhra Pradesh,99.19
Groundnut,Forest and Mountain soil,50.22,6.26,29.66,90.77,71.99,0.78,Tamil Nadu,0
Rice,Alluvial soil,71.76,6.74,29.47,217.94,86.5,0.63,Maharashtra,137.47
Garlic,Alluvial soil,52.55,6,24.27,68.8,54.78,0.578,Punjab,93.18
Chickpea,Red and Yellow soil,37.79,6.64,22.9,104.59,40.79,0.554,Haryana,74.06
Onion,Black soil,42.35,7.77,27.29,88.67,65.89,0.748,Andhra Pradesh,92.24
Mustard,Forest and Mountain soil,82.33,6.47,25.65,305.54,75.72,0.93,Bihar,0
Cotton,Alluvial soil,48.54,7.16,29.28,117.17,60.16,0.579,Haryana,88.09
Tomato,Alluvial soil,60.17,6.22,27.44,54.32,62,0.837,Telangana,106.04
Groundnut,Red and Yellow soil,31.35,6,24.98,82.33,54.14,0.491,Chhattisgarh,110.7
Cotton,Red and Yellow soil,46.32,6.56,32.33,91.45,49.91,0.731,Punjab,117.08
Lentil,Alluvial soil,78.47,7.6,18.8,221.63,83.8,0.795,West Bengal,0
Soybean,Forest and Mountain soil,90.69,6.23,26.32,337.01,82.48,0.792,West Bengal,0
Wheat,Alluvial soil,60.88,6.62,21.77,55.84,53.13,0.563,Bihar,94.16
Lentil,Red and Yellow soil,77.31,7.17,27.4,252.19,92.09,0.883,Haryana,0
Brinjal,Alluvial soil,65.39,6.89,19.55,131.16,80.44,0.654,Punjab,0
Mustard,Alluvial soil,39.3,7.08,24.47,46.57,46.3,0.656,Gujarat,60.65
Mustard,Red and Yellow soil,31.01,6.61,20.65,32.24,43.55,0.524,Uttar Pradesh,77.23
Chickpea,Alluvial soil,46.36,7.27,24.76,77.76,56.91,0.601,Uttar Pradesh,65.7
Groundnut,Black soil,59.66,6.74,23.38,88.76,72.02,0.766,Tamil Nadu,0
Maize,Red and Yellow soil,58.46,6.89,18.73,86.81,65.54,0.875,Madhya Pradesh,0
Wheat,Alluvial soil,38.47,7.27,15.65,20,37.31,0.582,Rajasthan,125.9
Potato,Alluvial soil,59.63,6.55,20.93,148.57,68.57,0.715,Tamil Nadu,0
Wheat,Alluvial soil,48.76,7.44,14.87,55.05,61.9,0.6,Punjab,107.54
Cucumber,Red and Yellow soil,68.22,6.25,26.64,134.66,78.67,0.733,Bihar,0
Chickpea,Red and Yellow soil,57.57,7.54,23.49,96.25,58.62,0.705,Karnataka,0
Tomato,Black soil,56,7.25,25.65,110.65,59.7,0.762,Telangana,88.57
Onion,Alluvial soil,50.56,6.66,23.32,94.91,45.71,0.685,Maharashtra,89.16
Cauliflower,Alluvial soil,59.42,6.47,19,33.65,72.23,0.675,Uttar Pradesh,141.34
Sugarcane,Alluvial soil,73.14,7.11,30.57,201.91,94.28,0.9,Maharashtra,201.92
Cotton,Forest and Mountain soil,57.74,7.69,24.07,152.71,60.42,0.703,Madhya Pradesh,0
Wheat,Forest and Mountain soil,74.32,7.65,29.05,275.88,80.42,0.788,Maharashtra,0
Maize,Black soil,56.66,7.06,31.88,124.5,59.58,0.668,West Bengal,95.15
Cabbage,Red and Yellow soil,64.02,5.99,20.15,104.79,76.12,0.711,Maharashtra,127.95
Wheat,Alluvial soil,54.43,7.29,13.61,91.52,36.6,0.642,Uttar Pradesh,92.7
Groundnut,Black soil,46.86,6.69,20.8,84.37,65.42,0.884,Bihar,0
Groundnut,Alluvial soil,43.41,6.48,31.08,83.48,58.38,0.619,Uttar Pradesh,95.62
Garlic,Red and Yellow soil,38.57,6.29,23.1,78.42,40,0.483,Karnataka,108.69
Cabbage,Forest and Mountain soil,80.4,6.84,22.67,220.13,84.38,0.861,Maharashtra,0
Groundnut,Forest and Mountain soil,54.58,6.35,28.87,139.71,71.74,0.672,Haryana,0
Pumpkin,Black soil,65.87,7.02,25.34,118.08,67.99,0.724,Telangana,93.13
Cauliflower,Forest and Mountain soil,69.48,6.29,21.2,122.58,77.82,0.807,West Bengal,108.95
Potato,Red and Yellow soil,65.6,7.25,19.91,182.12,70.02,0.826,Punjab,0
Cauliflower,Black soil,73.64,7.07,14.56,136.67,74.34,0.708,Karnataka,95.27
Potato,Alluvial soil,64.64,6.7,24.64,27.7,58.1,0.796,Punjab,111.45
Pumpkin,Black soil,77.06,7.63,27.12,328.05,88.82,0.895,Haryana,0
Cucumber,Red and Yellow soil,53.36,6.17,24.24,50.59,55,0.789,Bihar,133.95
Pumpkin,Forest and Mountain soil,65.43,6.69,25.82,219.68,75.5,0.736,Haryana,0
Tomato,Red and Yellow soil,52.13,6.62,24.08,119.87,64.62,0.745,Uttar Pradesh,19.98
Cucumber,Forest and Mountain soil,88.93,6.99,18.58,308.55,90.7,0.788,Karnataka,0
Lentil,Black soil,39.99,7.54,19.38,40.89,54.53,0.471,Haryana,60.74
Onion,Alluvial soil,58.09,5.98,24.06,62.42,65.67,0.688,Tamil Nadu,93.07
Chilli,Alluvial soil,50.69,6.17,26.42,123.73,68.18,0.626,Rajasthan,98.36
Tomato,Alluvial soil,61.36,7.27,31.46,129.92,63.58,0.759,West Bengal,0
Chickpea,Red and Yellow soil,58.64,6.39,24.39,89.91,66.37,0.665,Bihar,0
Tomato,Black soil,68.84,6.52,27,182.8,68.29,0.794,Maharashtra,0
Mustard,Red and Yellow soil,25.81,6.56,18.17,56.75,30,0.516,Uttar Pradesh,72.95
Chilli,Red and Yellow soil,51.7,7.51,23.55,144.17,73.6,0.655,Madhya Pradesh,0
Tomato,Forest and Mountain soil,62.73,6.8,29.58,216.7,68.55,0.81,Punjab,0
Cotton,Alluvial soil,80.41,7.6,28.14,320.72,90.45,0.795,Bihar,0
Potato,Forest and Mountain soil,61.07,7.46,24.09,116.69,60.3,0.807,Gujarat,0
Pumpkin,Alluvial soil,65.65,6.31,29.37,78.88,64.52,0.638,Rajasthan,110.08
Mustard,Black soil,50.95,6.07,26.04,141.85,73.86,0.691,Punjab,0
Sugarcane,Black soil,51.21,6.53,23.47,129.48,57.9,0.81,Uttar Pradesh,0
Cotton,Forest and Mountain soil,70.89,6.46,29.63,396.69,90.21,0.81,Maharashtra,0
Potato,Forest and Mountain soil,61.42,7.15,21.57,148.25,75.22,0.811,Madhya Pradesh,0
Cucumber,Black soil,66.3,6.59,26.66,129.66,81.19,0.891,Maharashtra,0
Garlic,Red and Yellow soil,47.56,5.74,19.56,67.89,64.31,0.638,Tamil Nadu,104.52
Soybean,Black soil,47.03,6.7,25.93,55.53,57.37,0.681,Bihar,97.17
Chickpea,Black soil,43.64,7.3,25.41,26.36,55.53,0.502,Madhya Pradesh,72.53
Cucumber,Red and Yellow soil,58.35,6.17,27.44,100.62,75.64,0.657,Uttar Pradesh,120.06
Rice,Alluvial soil,81.61,7.09,18.03,248.86,94.12,0.88,West Bengal,0
Cucumber,Alluvial soil,56.69,6.4,27.5,42.99,66.02,0.769,Karnataka,125.48
Onion,Black soil,62.32,6.22,29.05,132.11,82.58,0.802,Bihar,0
Cucumber,Black soil,69.88,7.6,25.06,163.22,85,0.657,Uttar Pradesh,0
Wheat,Alluvial soil,43.44,6.95,20.49,113.55,60.85,0.657,West Bengal,91.44
Lentil,Black soil,36.07,7.12,19.92,37.27,62.86,0.635,Maharashtra,63.59
Sugarcane,Alluvial soil,81.67,6.13,24.82,244.9,80.2,0.895,Tamil Nadu,183.19
Cotton,Alluvial soil,45.2,6.95,31.35,106.99,42.65,0.64,Punjab,93.47
Garlic,Alluvial soil,44.99,6.13,25.44,37.33,52.69,0.709,Madhya Pradesh,106.05
Groundnut,Black soil,42.98,7.07,28.35,134.56,72.22,0.56,Madhya Pradesh,72.01
Chickpea,Red and Yellow soil,53.72,6.22,28.82,143.23,58.86,0.681,Bihar,0
Garlic,Red and Yellow soil,51.66,5.93,25.69,110.77,66.66,0.6,Bihar,93.79
Rice,Forest and Mountain soil,80.6,7.12,24.13,172.71,75.53,0.796,Bihar,0
Wheat,Alluvial soil,52.42,6.67,29.76,102.32,68.54,0.757,Madhya Pradesh,0
Rice,Alluvial soil,87.57,7.79,21.82,262,80.1,0.761,Uttar Pradesh,0
Soybean,Black soil,54.31,7.43,25.11,122.8,64.24,0.631,Telangana,75.66
Garlic,Black soil,85.94,6.95,18.37,375.09,83.42,0.787,Tamil Nadu,0
Lentil,Black soil,70.86,7.47,24.53,248.7,81.64,0.721,Maharashtra,0
Cotton,Black soil,77.22,6.17,25.06,394.07,87.64,0.787,Punjab,0
Cauliflower,Red and Yellow soil,77.24,7.16,26.39,357.62,82.1,0.877,Haryana,0
Maize,Black soil,53.91,7.28,19.45,72.69,74.34,0.694,Madhya Pradesh,103.82
Chilli,Black soil,47.22,7.06,26.23,114.1,58.78,0.635,Maharashtra,97.76
Maize,Red and Yellow soil,49.6,5.91,26.72,128.54,58.96,0.631,Karnataka,121.5
Potato,Alluvial soil,64.64,6.38,23.8,58.52,79.55,0.65,Jharkhand,103.4
Chilli,Black soil,54.2,7.46,30.05,80.26,81.09,0.603,Telangana,103.94
